title,genres,year,rating
Voyage to Metropolis,Documentary|Drama|Sci-Fi,2010.0,4.0
Voyage to the Beginning of the World (Viagem ao Princípio do Mundo),Drama,1997.0,2.8
Voyage to the Bottom of the Sea,Adventure|Sci-Fi,1961.0,3.28
Voyage to the End of the Universe (Ikarie XB 1),Sci-Fi,1963.0,3.53
Voyage to the Planet of Prehistoric Women,Sci-Fi,1968.0,1.86
Voyage to the Prehistoric Planet,Adventure|Sci-Fi,1965.0,2.1
Voyage to the Sky,(no genres listed),1937.0,2.9
Voyager (Homo Faber),Drama,1991.0,3.2
Voyager: To the Final Frontier,Documentary,2012.0,4.25
Voyagers,Sci-Fi|Thriller,2021.0,2.86
Voyeur,Documentary,2017.0,3.12
Voyeur (Abel),Comedy,1986.0,3.53
Voyna i mir II. - Natasha Rostova,Drama,1966.0,3.62
Voyna i mir III. - Borogyino,(no genres listed),1967.0,3.73
Voyna i mir IV. - Pierre Bezukhov,Drama,2014.0,3.8
Vroom,Drama|Romance,1988.0,2.0
Vue prise d'une baleinière en marche,Documentary,1901.0,4.0
Vue prise d'une plate-forme mobile III,(no genres listed),1900.0,3.0
Vulcan,Children|Fantasy,1999.0,3.0
Vulcania,Sci-Fi|Thriller,2015.0,1.25
Vulgar,Drama,2000.0,2.3
Vulgar Fractions,Documentary,2011.0,2.83
Vultures,Thriller,2018.0,3.25
Vuonna 85,Comedy,2013.0,2.15
Vuxna människor,Comedy,1999.0,2.97
Vybíjená,Comedy|Drama,2015.0,1.25
Vysotsky: Thank God I'm Alive,Drama,2011.0,3.06
Vyšetřování ztráty třídní knihy,Comedy,1997.0,4.38
Václav,(no genres listed),2007.0,3.83
Vándorszínészek,Comedy|Drama,2018.0,2.0
"Vážení přátelé, ano",Comedy,1989.0,2.5
Välkommen till festen,Drama,1997.0,2.0
Väreitä,Drama,1965.0,2.5
Vääpeli Körmy - Taisteluni,Comedy,1994.0,2.47
Vääpeli Körmy ja kahtesti laukeava,Comedy|War,1997.0,2.47
Vääpeli Körmy ja marsalkan sauva,Comedy,1990.0,2.57
Véronique and Her Dunce,Comedy,1958.0,2.67
Víctimas Del Pecado,Crime|Drama,1951.0,3.25
Víkend,Thriller,2015.0,3.67
W Delta Z (a.k.a. The Killing Gene),Crime|Horror|Thriller,2007.0,2.71
W.,Drama,2008.0,3.07
W. - Witse de Film,Crime|Mystery|Thriller,2014.0,3.0
W. Kamau Bell: Private School Negro,(no genres listed),2018.0,2.42
W.A.R.: Women Against Rape,Drama|Thriller,1987.0,5.0
W.C. Fields and Me,Drama,1976.0,3.5
W.C. Fields: 6 Short Films,Comedy,2000.0,3.5
W.E.,Drama|Romance,2011.0,3.16
W.R.: Mysteries of the Organism,Comedy|Documentary,1971.0,3.42
W.W. and the Dixie Dancekings,Comedy,1975.0,2.42
WALL·E,Adventure|Animation|Children|Romance|Sci-Fi,2008.0,4.01
WHAT DID JACK DO?,Crime|Drama,2017.0,3.28
WITCH: We Intend to Cause Havoc,Documentary,2019.0,3.5
WTF!,Horror,2017.0,2.17
WUSA,Drama,1970.0,2.4
WWE Royal Rumble 2021,Action|Drama,2021.0,1.43
WWE Royal Rumble 2022,Action|Drama,2022.0,1.8
WWE SummerSlam 2021,Action|Drama,2021.0,0.67
WWE Survivor Series 2021,Action|Drama,2021.0,1.0
WWE: 50 Greatest Finishing Moves in WWE History,(no genres listed),2012.0,2.75
WWE: Batista - I Walk Alone,Action,2009.0,2.0
WWE: Bobby 'The Brain' Heenan,Documentary,2010.0,4.0
WWE: Brian Pillman - Loose Cannon,Documentary,2006.0,2.0
WWE: Greatest Wrestling Stars of the '90s,(no genres listed),2009.0,3.5
"WWE: Ladies and Gentlemen, My Name Is Paul Heyman",Documentary,2014.0,3.18
WWE: Macho Man - The Randy Savage Story,Documentary,2014.0,3.5
WWE: OMG! The Top 50 Incidents in WWE History,(no genres listed),2011.0,2.24
WWE: Rey Mysterio - The Life of a Masked Man,Documentary,2012.0,3.5
WWE: Ricky Steamboat - The Life Story of the Dragon,Drama,2010.0,3.0
WWE: The American Dream: The Dusty Rhodes Story,Documentary,2006.0,4.0
WWE: The Rise & Fall of WCW,Documentary,2009.0,3.83
WWE: The Top 100 Moments In Raw History,Documentary,2012.0,3.17
WWE: The Top 25 Rivalries in Wrestling History,(no genres listed),2013.0,2.9
WWE: The Triumph and Tragedy of World Class Championship Wrestling,Action|Documentary,2007.0,5.0
WWE: Top 50 Superstars of All Time,Documentary,2010.0,2.88
WWE: Triple H: Thy Kingdom Come,Documentary,2013.0,3.57
WWE: Twist of Fate - The Matt and Jeff Hardy Story,Documentary,2008.0,2.3
WWE: You Think You Know Me? The Story of Edge,Action|Documentary,2012.0,2.65
WWII IN HD,Documentary|War,2009.0,3.62
WXIII: Patlabor The Movie 3,Action|Animation|Sci-Fi,2002.0,3.6
Waar,Action|Drama|Thriller,2013.0,2.12
Wabash Avenue,(no genres listed),1950.0,2.5
Wabbit Twouble,Animation|Children|Comedy,1941.0,2.96
Wacken: Louder Than Hell,Documentary,2014.0,3.0
Wackersdorf,Drama,2018.0,3.5
"Wackiest Ship in the Army, The",Comedy|War,1960.0,2.9
"Wackness, The",Comedy|Drama|Romance,2008.0,3.49
Wacko,Comedy|Horror,1982.0,2.61
Waco: A New Revelation,Documentary,1999.0,4.0
Waco: Madman or Messiah,Documentary,2018.0,3.33
Waco: The Rules of Engagement,Documentary,1997.0,3.82
Wadd: The Life & Times of John C. Holmes,Documentary,1999.0,2.9
Wade in the Water,Drama,2019.0,2.25
Wadjda,Drama,2012.0,3.76
Waffle Street,Comedy|Drama,2015.0,2.99
Wag the Dog,Comedy,1997.0,3.51
"Wages of Fear, The (Salaire de la peur, Le)",Action|Adventure|Drama|Thriller,1953.0,4.01
Wages of Sin,Horror,2006.0,1.5
Wagner's Dream,Documentary,2012.0,3.67
Wagon Master,Western,1950.0,3.41
Wagon Tracks,Western,1919.0,2.0
Wagon Wheels,Action|Adventure|Comedy|Drama|Romance|Western,1934.0,3.0
Wagons East,Comedy|Western,1994.0,2.17
Wags to Riches,Animation|Comedy,1949.0,4.17
Wah Do Dem,Drama,2009.0,3.75
Wah-Wah,Drama,2005.0,2.91
Waikiki,(no genres listed),2020.0,0.5
Waikiki Wedding,Comedy|Romance,1937.0,3.0
Waist Deep,Action|Crime|Drama|Thriller,2006.0,2.9
Wait 'Til You're Older,Comedy|Drama,2005.0,3.0
Wait Till Helen Comes,Children|Fantasy|Horror|Thriller,2016.0,2.25
"Wait Till the Sun Shines, Nellie",Drama,1952.0,4.0
Wait Until Dark,Drama|Thriller,1967.0,3.93
Wait With Me,Romance,2023.0,5.0
Wait for Me in Another World,(no genres listed),2008.0,3.5
Wait for Your Laugh,Documentary,2017.0,4.62
Wait until spring Bandini,Drama,1989.0,3.5
Waiter (Ober),Comedy,2006.0,3.44
"Waiter, Scarper!",Comedy,1981.0,4.04
Waiting,Comedy|Drama,2016.0,3.83
Waiting Alone,Comedy|Drama|Romance,2005.0,4.0
"Waiting Game, The",Comedy,2000.0,2.93
Waiting Place of Heaven,Comedy|Drama,2018.0,2.5
Waiting Room (Bekleme odasi),Drama,2004.0,3.55
"Waiting Room, The",Documentary,2012.0,3.56
Waiting Women (Kvinnors väntan),Comedy|Drama,1952.0,3.4
Waiting for 'Superman',Documentary,2010.0,3.59
Waiting for Anya,Drama|War,2020.0,3.75
Waiting for Bojangles,Comedy|Drama|Romance,2022.0,3.62
Waiting for Forever,Drama|Romance,2010.0,2.86
Waiting for Godot,Drama,2001.0,3.87
Waiting for Good News,Drama,2009.0,4.0
Waiting for Guffman,Comedy,1996.0,3.91
Waiting for Happiness (Heremakono),Drama,2002.0,3.39
Waiting for Lightning,Documentary,2012.0,3.61
Waiting for the Barbarians,Drama,2017.0,3.5
Waiting for the Barbarians,Drama,2019.0,3.16
Waiting for the Carnival,Documentary,2019.0,2.96
Waiting for the Hearse,Comedy,1985.0,3.86
Waiting for the Light,(no genres listed),1990.0,4.5
Waiting for the Messiah,Drama|Romance,2000.0,2.83
Waiting for the Miracle to Come,Drama|Fantasy,2019.0,1.0
Waiting for the Sea (V ozhidanii morya),Fantasy,2012.0,2.5
Waiting in the Dark,Drama|Romance,2006.0,3.5
Waiting to Exhale,Comedy|Drama|Romance,1995.0,2.87
Waiting to Inhale,Documentary,2005.0,4.0
Waiting...,Comedy,2005.0,3.38
Waitress,Comedy|Drama|Romance,2007.0,3.55
Waitress!,Comedy,1981.0,1.5
Wajah Tum Ho,Drama|Mystery|Romance|Thriller,2016.0,2.0
Wajib,Drama,2017.0,4.0
Wake,Comedy|Drama|Romance,2009.0,2.0
Wake,Drama,2003.0,1.5
Wake Island,Drama|War,1942.0,3.29
Wake Me When It's Over,Comedy,1960.0,3.25
Wake Up,Drama,2020.0,2.5
Wake Up,Horror|Thriller,2019.0,2.0
Wake Up Sid,Comedy|Drama|Romance,2009.0,3.6
Wake Wood ,Drama|Horror|Mystery,2010.0,2.77
Wake in Fright,Drama|Thriller,1971.0,3.92
"Wake in Providence, A",Comedy,1999.0,2.17
Wake of the Red Witch,Action|Adventure|Drama,1948.0,3.22
Wake the Witch,Horror|Thriller,2010.0,1.33
Wake.,Drama,2018.0,3.5
Wakefield,Drama,2017.0,3.18
Waking Life,Animation|Drama|Fantasy,2001.0,3.85
Waking Madison ,Drama,2010.0,3.17
Waking Ned Devine (a.k.a. Waking Ned),Comedy,1998.0,3.78
Waking Sleeping Beauty,Animation|Documentary,2009.0,3.5
Waking Up Yesterday,Comedy|Sci-Fi,2012.0,2.83
Waking Up in Reno,Comedy|Romance,2002.0,2.68
Waking the Dead,Drama|Thriller,2000.0,3.14
Wakko's Wish,Animation|Comedy,1999.0,3.24
Wal-Mart: The High Cost of Low Price,Documentary,2005.0,3.38
Walesa: Man of Hope,Drama,2013.0,2.55
"Walk Among the Tombstones, A",Action|Crime|Mystery|Thriller,2014.0,3.19
Walk Cheerfully,(no genres listed),1930.0,3.5
Walk East on Beacon!,Drama,1952.0,2.0
Walk Hard: The Dewey Cox Story,Comedy|Musical,2007.0,3.38
Walk Like a Man,Comedy,1987.0,2.31
Walk Like a Panther,Comedy,2018.0,4.0
Walk Proud,Drama|Romance,1979.0,2.5
Walk Run Cha-Cha,Documentary,2019.0,2.75
"Walk Softly, Stranger",Crime|Drama|Film-Noir|Romance,1950.0,3.0
Walk Up,Drama,2022.0,3.33
Walk a Crooked Mile,Crime|Drama|Film-Noir,1948.0,2.75
Walk a Mile in My Pradas,Comedy,2011.0,2.0
Walk for Me,Children|Drama,2016.0,0.5
"Walk in the Clouds, A",Drama|Romance,1995.0,3.37
Walk of Fame,Comedy,2017.0,1.0
Walk of Shame,Comedy,2014.0,2.96
Walk on Water,Drama|Thriller,2004.0,3.76
"Walk on the Moon, A",Drama|Romance,1999.0,3.61
Walk on the Wild Side,Drama,1962.0,3.03
Walk the Dark Street,Crime|Drama,1956.0,2.25
Walk the Dog,Drama,2014.0,1.0
Walk the Line,Drama|Musical|Romance,2005.0,3.77
Walk the Proud Land,Western,1956.0,2.0
Walk the Tideline,Documentary,2021.0,4.0
"Walk to Remember, A",Drama|Romance,2002.0,3.45
"Walk with Love and Death, A",Drama,1969.0,3.25
Walk with Me,Documentary,2017.0,3.17
"Walk, Don't Run",Comedy|Romance,1966.0,3.26
Walk. Ride. Rodeo.,Drama,2019.0,3.21
Walkabout,Adventure|Drama,1971.0,3.86
Walkaway Joe,Action|Drama,2020.0,2.0
Walker,(no genres listed),2012.0,3.23
Walker,Adventure|Drama|War|Western,1987.0,3.52
Walker Payne,Drama,2006.0,1.0
"Walker, Texas Ranger Trial by Fire",Action|Thriller,2005.0,2.79
"Walker, The",Drama|Mystery,2007.0,2.51
Walking Across Egypt,Children|Comedy|Drama,1999.0,4.0
"Walking Dead, The",Crime|Horror|Sci-Fi,1936.0,2.81
"Walking Dead, The",Drama|War,1995.0,2.87
Walking Down the Place of a Skull,Fantasy|Horror|Mystery|Thriller,1992.0,3.5
Walking Out,Adventure|Drama,2017.0,2.74
Walking Tall,Action,2004.0,3.03
Walking Tall,Action|Crime|Drama|Thriller,1973.0,3.44
Walking Tall Part II,Action|Crime|Drama|Thriller,1975.0,2.44
Walking Tall: Lone Justice,Action|Crime|Drama|Thriller,2007.0,3.0
Walking Tall: The Payback,Action|Adventure|Crime|Drama|Thriller,2007.0,4.0
Walking Too Fast,Drama|Thriller,2010.0,3.5
Walking With Dinosaurs,Adventure|Animation|Children,2013.0,2.99
Walking and Talking,Comedy|Drama|Romance,1996.0,3.56
Walking on Air,Comedy,1936.0,2.75
Walking on Sunshine,Musical|Romance,2014.0,3.13
Walking on Water,Drama,2002.0,3.0
Walking the Baby,(no genres listed),1933.0,2.0
Walking the Camino: Six Ways to Santiago,Documentary,2013.0,2.75
Walking the Dog,Comedy|Romance,2017.0,5.0
Walking the Edge,Action|Crime|Drama,1985.0,2.25
Walking the Halls,Drama|Thriller,2012.0,3.1
Walking the Streets of Moscow,Comedy|Romance,1963.0,3.59
Walking with Cavemen,(no genres listed),2003.0,2.8
Walking with Herb,Comedy,2021.0,2.0
Walking with the Enemy,(no genres listed),2014.0,3.14
Walkout,Drama,2006.0,3.8
Walkover,(no genres listed),1965.0,2.6
Wall,(no genres listed),1987.0,3.5
Wall Engravings,Drama|Romance,1968.0,3.0
Wall Street,Drama,1987.0,3.72
Wall Street: Money Never Sleeps,Drama,2010.0,3.06
"Wall, The (Die Wand)",Drama|Fantasy,2012.0,3.24
Wallabout,Drama,2016.0,0.5
Wallace & Gromit in The Curse of the Were-Rabbit,Adventure|Animation|Children|Comedy,2005.0,3.67
Wallace & Gromit's Cracking Contraptions,Animation|Comedy,2002.0,3.46
Wallace & Gromit: A Close Shave,Animation|Children|Comedy,1995.0,4.1
Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy,1996.0,4.03
Wallace & Gromit: The Wrong Trousers,Animation|Children|Comedy|Crime,1993.0,4.11
Wallace and Gromit in 'A Matter of Loaf and Death',Animation|Comedy,2008.0,3.67
Wallander 01 - Innan Frosten,(no genres listed),2005.0,2.93
Wallander 02 - The Village Idiot,Crime|Thriller,2005.0,3.25
Wallander 03 - The Brothers,Crime|Thriller,2005.0,3.75
Wallander 04 - The Overdose,Crime|Thriller,2005.0,3.75
Wallander 05 - The African,Crime|Thriller,2005.0,3.75
Wallander 06 - Den Svaga Punkten,Crime|Thriller,2006.0,3.75
Wallander 06 - Mastermind,Crime|Thriller,2005.0,3.75
Wallander 08 - The Photographer,Crime|Thriller,2006.0,3.75
Wallander 09 - The Container Lorry,Crime|Thriller,2006.0,3.75
Wallander 10 - The Castle Ruins,Crime|Thriller,2006.0,3.25
Wallander 11 - The Black King,Crime|Thriller,2006.0,3.5
Wallander 12 - The Forger,Crime|Thriller,2006.0,3.5
Wallander 13 - The Secret,Crime|Thriller,2006.0,3.5
Wallander 14 - The Revenge,Crime|Thriller,2009.0,3.5
Wallander 15 - The Guilt,Crime|Thriller,2009.0,3.25
Wallander 16 -The Courier,Crime|Thriller,2009.0,3.25
Wallander 17 - The Thief,Crime|Thriller,2009.0,3.25
Wallander 18 - The Cellist,Crime|Thriller,2009.0,3.25
Wallander 19 - The Priest,Crime|Thriller,2009.0,3.25
Wallander 20 - The Leak,Crime|Thriller,2009.0,3.25
Wallander 21 - The Sniper,Crime|Thriller,2009.0,3.25
Wallander 22 - Angel of Death,Crime|Thriller,2010.0,3.25
Wallander 23 - The Ghost,Crime|Thriller,2010.0,3.25
Wallander 24 - The Heritage,Crime|Thriller,2010.0,3.25
Wallander 25 - The Collector,Crime|Thriller,2010.0,3.25
Wallander 26 - The Witness,Crime|Thriller,2010.0,3.25
Wallander 27 - The Troubled Man,Crime|Thriller,2013.0,3.5
Wallander 28 - Missing,Crime|Thriller,2013.0,3.25
Wallander 29 - Sveket,Crime|Thriller,2013.0,3.17
Wallander 30 -  The Loss,Crime|Thriller,2013.0,3.25
Wallander 31 - The Arsonist,Crime|Thriller,2013.0,3.25
Wallander 32 - The Sad Bird,Crime|Thriller,2013.0,3.5
Wallay,Comedy|Drama,2017.0,3.0
Walled In,Horror|Thriller,2009.0,2.36
Walls,Animation,1988.0,2.25
Walnut Bread,(no genres listed),1977.0,2.9
Walnut Tree,Crime|Documentary|Drama|War,2020.0,3.75
Walpurgis,(no genres listed),2015.0,4.0
Walpurgis Night,Drama|Romance,1935.0,3.0
Walrus Yes: The Making of Tusk,Documentary,2019.0,0.5
Walt & El Grupo,Documentary,2008.0,2.5
Walt Before Mickey,Drama,2015.0,3.03
Walt Disney,Documentary,2015.0,3.38
Walt Disney World's 25th Anniversary Party,(no genres listed),1997.0,1.0
Walt: The Man Behind the Myth,Documentary,2001.0,3.3
Waltair Veerayya,Action|Drama,2023.0,3.0
Walter,Comedy,2019.0,1.17
Walter,Comedy|Drama,2015.0,3.0
Walter,Drama,1982.0,3.5
Walter Defends Sarajevo (Valter brani Sarajevo),War,1972.0,3.64
Walter Vetrivel,Action|Children|Crime|Drama,1993.0,3.0
Waltz Across Texas,Romance,1982.0,5.0
Waltz for One,(no genres listed),2012.0,2.0
Waltz of the Toreadors,Comedy,1962.0,2.83
Waltz with Bashir (Vals im Bashir),Animation|Documentary|Drama|War,2008.0,3.88
Waltzes from Vienna,Comedy|Musical,1933.0,2.13
Waltzing Anna,Comedy|Drama,2006.0,3.5
Wam Bam Thank You Spaceman,Comedy|Sci-Fi,1975.0,1.25
Wanda,Crime|Drama,1970.0,3.61
Wanda Nevada,Comedy|Mystery|Romance|Western,1979.0,2.4
Wanda Sykes: I'm an Entertainer,Comedy,2023.0,2.3
Wanda Sykes: I'ma Be Me,Comedy,2009.0,2.79
Wanda Sykes: Not Normal,Comedy,2019.0,3.19
Wanda Sykes: What Happened… Ms. Sykes?,Comedy,2016.0,2.17
Wander,Action|Crime|Mystery|Thriller,2020.0,2.95
Wander,Drama|Sci-Fi,2022.0,4.5
Wander Darkly,Drama|Romance,2020.0,2.88
Wanderers,Animation|Sci-Fi,2014.0,3.79
Wanderers of the Desert,Drama,1984.0,5.0
"Wanderers, The",Drama,1979.0,3.47
Wandering,Drama,2021.0,4.0
Wandering Eye,Crime|Thriller,2011.0,2.5
Wandering Heart,Drama,2021.0,3.5
Wandering Sagittarius,Comedy|Drama|Fantasy|Romance,1993.0,4.17
Wanderland,Adventure|Comedy,2018.0,0.5
Wanderlust,Comedy,2012.0,2.97
Wanderlust,Comedy|Documentary|Drama|Romance,2006.0,2.5
Wangan Midnight: The Movie,Action|Drama,2009.0,3.5
Wanna See My Beautiful Navel?,Drama|Romance,1978.0,3.0
Wanted,(no genres listed),1967.0,3.25
Wanted,Action|Romance,2009.0,3.41
Wanted,Action|Thriller,2008.0,3.23
Wanted! (Nachbarinnen),Drama,2004.0,1.5
Wanted: Dead or Alive,Action,1987.0,2.94
Wanton Want,Drama|Romance|Thriller,2021.0,1.0
Waqt Hamara Hai,(no genres listed),1993.0,1.12
Waqt: The Race Against Time,Drama,2005.0,2.56
War,Action|Thriller,2007.0,3.06
War,Action|Thriller,2019.0,3.13
War,Drama,2002.0,3.41
War,Drama,2014.0,3.5
War Arrow,Adventure|Drama|Romance|War|Western,1954.0,5.0
"War Between Men and Women, The",Comedy,1972.0,2.62
War Between the Planets,Sci-Fi,1966.0,2.0
War Book,(no genres listed),2014.0,3.5
"War Boys, The",Crime|Drama|Romance,2009.0,3.17
"War Comes to America (Why We Fight, 7)",Documentary|War,1945.0,3.04
War Dance,Documentary,2007.0,3.59
War Dogs,Comedy,2016.0,3.67
War Don Don,Crime|Documentary,2010.0,4.5
War Fever,Drama|War,1969.0,4.5
"War Game, The",Documentary|Drama|War,1965.0,3.78
War Games: At the End of the Day,Action|Horror|Thriller,2010.0,1.0
War Horse,Drama|War,2011.0,3.35
War Hunt,Drama|War,1962.0,2.0
"War Is Over, The (Guerre est finie, La)",Drama,1966.0,3.56
"War Lord, The",Drama|Romance|War,1965.0,3.37
War Machine,Comedy|Drama|War,2017.0,3.0
War Made Easy: How Presidents & Pundits Keep Spinning Us to Death,Documentary|War,2007.0,4.17
War Of The God Monsters,Horror|Sci-Fi,1985.0,2.0
War Photographer,Documentary|War,2001.0,3.81
War Pigs,Action|War,2015.0,2.48
War Requiem,Drama|War,1989.0,4.4
War Room,Drama,2015.0,3.64
"War Room, The",Documentary,1993.0,3.96
War Stories,Documentary,1995.0,3.16
War Story,Drama,2014.0,2.33
"War Tapes, The",Documentary|War,2006.0,3.5
"War Wagon, The",Action|Western,1967.0,3.33
War Witch (Rebelle),Drama|War,2012.0,3.4
"War Within, The",Drama,2005.0,3.12
War Wolves,Horror,2009.0,1.57
"War Zone, The",Drama|Thriller,1999.0,3.58
War Zone: Bear Grylls Meets President Zelenskyy,Documentary,2023.0,3.5
War and Peace,(no genres listed),1965.0,3.95
War and Peace,(no genres listed),2007.0,2.0
War and Peace,Drama|Romance,2016.0,3.87
War and Peace,Drama|Romance|War,1956.0,3.3
War and Peace (Jang Aur Aman),Documentary|War,2001.0,2.75
War and Peace (Voyna i mir),Drama|Romance|War,1967.0,3.74
"War at Home, The",Drama,1996.0,3.09
War for the Planet of the Apes,Action|Adventure|Drama|Sci-Fi,2017.0,3.58
War of Art,Documentary,2019.0,3.5
War of Likes,Comedy,2021.0,5.0
War of the Arrows (Choi-jong-byeong-gi Hwal),Action,2011.0,3.67
War of the Birds,Animation|Children,1990.0,2.67
War of the Buttons,Adventure|Children,2011.0,3.35
War of the Buttons,Adventure|Children|Drama,1994.0,3.61
War of the Colossal Beast,Horror|Sci-Fi,1958.0,2.42
"War of the Gargantuas, The (Furankenshutain no kaijû: Sanda tai Gaira)",Horror|Sci-Fi,1968.0,2.65
War of the Planets,Adventure|Sci-Fi,1977.0,1.0
"War of the Roses, The",Comedy|Drama,1989.0,3.18
War of the Satellites,Sci-Fi,1958.0,1.75
War of the Wildcats (In Old Oklahoma),Western,1943.0,2.75
War of the Worlds,Action|Adventure|Fantasy|Sci-Fi,2021.0,2.75
War of the Worlds,Action|Adventure|Sci-Fi|Thriller,2005.0,3.16
War of the Worlds,Action|Sci-Fi,2005.0,3.06
War of the Worlds the True Story,Action|Horror|Sci-Fi,2012.0,2.67
"War of the Worlds, The",Action|Drama|Sci-Fi,1953.0,3.53
War of the Worlds: Goliath,Action|Adventure|Animation|Sci-Fi,2012.0,2.0
War on Everyone,Comedy,2016.0,2.87
War on Whistleblowers: Free Press and the National Security State,Documentary,2013.0,3.25
"War, Inc.",Comedy|Crime|Thriller,2008.0,2.84
"War, The",Adventure|Drama|War,1994.0,3.37
War-Time Romance,(no genres listed),1983.0,3.45
WarGames,Drama|Sci-Fi|Thriller,1983.0,3.68
WarGames: The Dead Code,Drama|Sci-Fi|Thriller,2008.0,2.59
Warbirds,Horror,2008.0,1.7
Warcraft,Action|Adventure|Fantasy,2016.0,3.21
Ward No. 6,Drama,2009.0,2.7
Warda,Horror,2014.0,1.0
Warehoused,(no genres listed),2015.0,3.75
Warfighter,Action|Drama|Romance,2018.0,0.5
Warhead,(no genres listed),1977.0,1.5
Warhorse One,Action|Drama|War,2023.0,2.75
Warhouse,Horror|Thriller,2013.0,2.17
Warhunt,Action|Horror|Thriller|War,2022.0,2.5
Warkop DKI Reborn: Jangkrik Boss!,Comedy,2016.0,2.9
Warlock,Action|Horror,1989.0,2.83
Warlock,Romance|Western,1959.0,3.24
Warlock III: The End of Innocence,Fantasy|Horror,1999.0,1.88
Warlock Moon,Horror|Thriller,1973.0,4.25
Warlock: The Armageddon,Horror,1993.0,2.49
Warlords of Atlantis,Adventure|Fantasy|Sci-Fi,1978.0,2.47
"Warlords, The (Tau ming chong)",Action|Drama|War,2007.0,3.26
Warm Bodies,Comedy|Horror|Romance,2013.0,3.29
"Warm December, A",Drama|Romance,1973.0,3.0
Warm Spring,Drama,2003.0,0.5
Warm Springs,Drama,2005.0,3.31
Warm Summer Rain,Drama|Romance,1989.0,3.5
Warm Water Under a Red Bridge (Akai hashi no shita no nurui mizu),Comedy|Drama,2001.0,3.21
Warning,Drama|Sci-Fi|Thriller,2021.0,2.5
Warning Shadows (Schatten - Eine nächtliche Halluzination),Drama|Fantasy,1923.0,2.43
Warning Shot,(no genres listed),2018.0,1.5
Warning Shot,Crime|Mystery|Thriller,1967.0,3.0
Warning Sign,Drama|Sci-Fi|Thriller,1985.0,2.86
Warning for the Joensson Gang (Varning för Jönssonligan),Comedy|Crime,1981.0,2.91
Warning from Space (Uchûjin Tôkyô ni arawaru),Sci-Fi,1956.0,2.6
Warning: Do Not Play,Horror|Mystery,2019.0,2.33
Warning: Parental Advisory,Comedy|Drama,2002.0,5.0
Warning: This Drug May Kill You,Documentary,2017.0,5.0
Warp Speed Chic,Documentary,2018.0,4.0
Warpath,Western,1951.0,3.0
"Warped Ones, The (Kyonetsu no kisetsu)",Drama,1960.0,3.12
Warren Ellis: Captured Ghosts,Documentary,2011.0,3.5
Warrendale,Documentary,1967.0,3.66
Warring Clans,Action,1963.0,4.0
Warrior,Drama,2011.0,3.92
Warrior,Drama,2015.0,1.7
Warrior Pride,Drama,2018.0,4.0
Warrior Queen,(no genres listed),1987.0,1.4
"Warrior and the Sorceress, The",Action|Adventure|Fantasy|Sci-Fi,1984.0,2.09
Warrior of the Lost World,Action|Sci-Fi,1983.0,1.79
"Warrior's Heart, A",Action|Drama,2011.0,2.5
"Warrior's Way, The",Action|Fantasy|Western,2010.0,3.16
"Warrior, The",Adventure|Drama,2001.0,3.21
Warrior: The Life of Leonard Peltier,(no genres listed),1991.0,5.0
Warriors,Drama|War,1999.0,3.75
Warriors (Guerreros),Adventure|Drama|War,2002.0,2.87
Warriors Two,Action|Drama,1978.0,3.28
Warriors of Future,Action|Drama|Sci-Fi,2022.0,2.39
Warriors of Heaven and Earth (Tian di ying xiong),Action|Adventure|Drama,2003.0,3.39
Warriors of Terra,Horror|Sci-Fi,2006.0,2.0
Warriors of Virtue,Action|Adventure|Children|Fantasy,1997.0,2.45
Warriors of the Apocalypse,Action|Sci-Fi,1985.0,2.0
Warriors of the Dawn,Action|Adventure|War,2017.0,3.5
Warriors of the Rainbow: Seediq Bale,Action|Drama,2011.0,3.5
Warriors of the Rainbow: Seediq Bale - Part 2: The Rainbow Bridge,Action|Drama,2011.0,3.5
Warriors of the Sacred Temple,Action,1977.0,3.5
"Warriors, The",Action|Adventure|Crime|Thriller,1979.0,3.71
Warsaw 44,Drama|Romance,2014.0,3.31
Warsaw Bridge (Pont de Varsòvia),(no genres listed),1990.0,3.21
Warsaw Uprising,Documentary|Drama,2014.0,3.25
Warsaw by Night,Comedy|Drama|Romance,2015.0,1.0
Warszawa 1935,Animation|Documentary,2013.0,2.0
Warszawa 1956,(no genres listed),1956.0,2.0
Waru,Drama,2017.0,3.0
Warwick,Drama,2016.0,2.0
Wasabi,Action|Comedy|Crime|Drama|Thriller,2001.0,3.42
Wash My Soul in the River's Flow,Documentary,2022.0,3.5
"Wash, The",Comedy,2001.0,2.51
Washing Day in Switzerland,Documentary,1896.0,3.0
Washington Heights,Drama|Romance,2002.0,3.22
Washington Square,Drama,1997.0,3.43
Wasp,Drama,2003.0,3.58
Wasp Network,Thriller,2020.0,2.94
"Wasp Woman, The",Horror|Sci-Fi,1959.0,2.29
Wassup Rockers,Comedy|Drama,2005.0,3.28
Waste Land,Documentary,2010.0,3.84
Waste Land,Drama|Thriller,2014.0,2.0
Wasted,Drama,2002.0,2.5
Wasted Youth,(no genres listed),2011.0,3.3
Wasted on the Young,Drama|Romance|Thriller,2010.0,2.5
Wasted!,Crime|Drama,1996.0,3.5
Wasted! The Story of Food Waste,Documentary,2017.0,3.83
Wasteland,Animation|Comedy|Drama|Sci-Fi,2019.0,4.5
